image_idx,label_path,instance_id,num_instances_in_image,instance_dominance,instance_volume,voronoi_volume,voronoi_fraction,compactness,sphereness,stringiness,eccentricity
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,1,18,0.10770210057288351,733.0,25907,0.028293511406183657,0.9721485411140584,0.9285660053405131,1.1091168810823477,0.4325327340282388
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,2,18,0.10770210057288351,368.0,41096,0.008954642787619232,0.9709762532981531,0.9519431404024071,1.2867346881062207,0.6293018358036342
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,3,18,0.10770210057288351,689.0,29842,0.02308826486160445,0.9663394109396914,0.8526492708459473,1.6693607660918748,0.8007253180987922
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,4,18,0.10770210057288351,992.0,5712,0.17366946778711484,0.9725490196078431,0.8644832620581405,1.4476942615069293,0.7230902335658315
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,5,18,0.10770210057288351,870.0,30363,0.02865329512893983,0.9764309764309764,0.9418337393145106,1.1034322901356095,0.4227140178033749
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,6,18,0.10770210057288351,1238.0,91788,0.01348760186516756,0.9740361919748229,0.8977539667511737,1.2473136137095935,0.5976957814087919
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,7,18,0.10770210057288351,1592.0,17066,0.09328489394116958,0.9683698296836983,0.8836177157233654,1.3518374748903668,0.6728995210003887
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,8,18,0.10770210057288351,901.0,2337,0.3855370132648695,0.9698600645855759,0.905181188183617,1.1995217467602564,0.5522695814777746
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,9,18,0.10770210057288351,324.0,48020,0.006747188671386922,0.9848024316109423,0.9748129210824601,1.3031411907337425,0.6411967093161575
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,10,18,0.10770210057288351,964.0,4787,0.2013787340714435,0.9688442211055276,0.8206394590301587,1.7542797221156117,0.8216207431538521
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,11,18,0.10770210057288351,730.0,5172,0.1411446249033256,0.9746328437917223,0.9247655987702244,1.1166270107244332,0.444952457865074
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,12,18,0.10770210057288351,820.0,94471,0.008679912354055743,0.9738717339667459,0.8974376279691584,1.4525194526290206,0.7252753204684489
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,13,18,0.10770210057288351,1039.0,35046,0.029646749985733037,0.9737582005623243,0.928723530026101,1.0814485409182757,0.38073134629345134
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,14,18,0.10770210057288351,1282.0,36772,0.034863483084955946,0.9741641337386018,0.9166782482722192,1.2183504914863648,0.5712417305852007
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,15,18,0.10770210057288351,277.0,18857,0.014689505223524421,0.9584775086505191,0.9470033201985404,1.238828748043776,0.5902587903998561
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,16,18,0.10770210057288351,722.0,16180,0.0446229913473424,0.9756756756756757,0.9411691594683859,1.2065327537256645,0.5595134628314509
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/ag/case_56.png,17,18,0.10770210057288351,1692.0,112132,0.01508935896978561,0.9752161383285303,0.8162430010038388,1.8338636772800303,0.8382430416360472
