image_idx,label_path,instance_id,num_instances_in_image,instance_dominance,instance_volume,voronoi_volume,voronoi_fraction,compactness,sphereness,stringiness,eccentricity
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,1,34,0.10958130339617313,535.0,19340,0.02766287487073423,0.9622302158273381,0.8374660523242352,1.596897689899404,0.7796510649393278
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,2,34,0.10958130339617313,174.0,25599,0.006797140513301301,0.9666666666666667,0.991077428727981,1.1154258915887025,0.44300620115678385
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,3,34,0.10958130339617313,782.0,9073,0.08618979389397112,0.9630541871921182,0.8023507675726621,1.43605906642475,0.7177021781558517
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,4,34,0.10958130339617313,254.0,10882,0.0233412975555964,0.9584905660377359,0.8853981796885795,1.6546658004884143,0.7967176965863443
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,5,34,0.10958130339617313,247.0,4969,0.04970819078285369,0.9391634980988594,0.7975346724292016,2.012084670470357,0.8677522712194993
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,6,34,0.10958130339617313,277.0,18358,0.015088789628499837,0.9719298245614035,0.9114374728316931,1.6286260385087052,0.789294745859961
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,7,34,0.10958130339617313,821.0,6815,0.12046955245781364,0.9002192982456141,0.6674669787349815,2.234987571003913,0.8943190654609088
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,8,34,0.10958130339617313,121.0,9674,0.01250775273930122,0.968,1.013787292262803,1.3164990135561927,0.6504017515576674
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,9,34,0.10958130339617313,169.0,35013,0.004826778625082112,0.9388888888888889,0.9390301878966049,1.304680989640113,0.6422790467973377
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,10,34,0.10958130339617313,175.0,9713,0.0180170904972717,0.9562841530054644,0.9723685377627564,1.1181463796902373,0.4473933577638859
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,11,34,0.10958130339617313,262.0,21504,0.012183779761904762,0.9492753623188406,0.9207112706294034,1.3245665595312246,0.6557662969968175
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,12,34,0.10958130339617313,135.0,8762,0.015407441223464963,0.9854014598540146,1.0057073960200165,1.0431716048499797,0.2847054375564151
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,13,34,0.10958130339617313,769.0,9275,0.082911051212938,0.9808673469387755,0.8763079367404849,1.4423033749093603,0.7206150227121013
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,14,34,0.10958130339617313,147.0,31375,0.004685258964143426,0.9671052631578947,1.0004263365796526,1.0555802423483618,0.3202109526301294
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,15,34,0.10958130339617313,1552.0,30557,0.05079032627548516,0.9804169298799748,0.8091169860380865,1.549979575907913,0.7640392267312847
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,16,34,0.10958130339617313,464.0,30057,0.015437335728781981,0.9488752556237219,0.7894520751240797,1.950441963026302,0.8585652514244205
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,17,34,0.10958130339617313,371.0,10827,0.03426618638588713,0.9345088161209067,0.7313680216782913,2.3974311501834347,0.9088545761636406
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,18,34,0.10958130339617313,655.0,78782,0.008314081896879998,0.9186535764375876,0.7266953215024978,1.8725520347596654,0.8454651782829798
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,19,34,0.10958130339617313,555.0,6388,0.08688165309956168,0.9234608985024958,0.6237682816758637,2.5268492218131073,0.9183583826755046
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,20,34,0.10958130339617313,683.0,1725,0.39594202898550723,0.9330601092896175,0.7460996180069889,1.844072133788474,0.8401990376334474
0,/media/hendrik/mount_drive/ma_sebastian/data/datasets//platelet_clean/val/labels/cv/case_56.png,21,34,0.10958130339617313,1252.0,47140,0.026559185405176072,0.903971119133574,0.5684300683879749,1.4818262885559192,0.7379613910331736
